modulation,pilot_spacing,snr_db,channel,scenario,method,ber
4,5,7,rayleigh,rayleigh,perfect,5.000404761904763e-07
4,5,7,rayleigh,rayleigh,fft,2.4992880952380955e-06
4,5,7,rayleigh,rayleigh,cubic,2.5003e-06
4,5,7,doppler,doppler_p5_v30_f700MHz,perfect,4.797619047619049e-07
4,5,7,doppler,doppler_p5_v30_f700MHz,fft,4.797714285714286e-07
4,5,7,doppler,doppler_p5_v30_f700MHz,cubic,4.797619047619047e-07
4,5,7,doppler,doppler_p5_v30_f3500MHz,perfect,4.627309523809525e-07
4,5,7,doppler,doppler_p5_v30_f3500MHz,fft,4.627285714285715e-07
4,5,7,doppler,doppler_p5_v30_f3500MHz,cubic,4.625833333333334e-07
4,5,7,doppler,doppler_p5_v120_f700MHz,perfect,4.867904761904761e-07
4,5,7,doppler,doppler_p5_v120_f700MHz,fft,4.86797619047619e-07
4,5,7,doppler,doppler_p5_v120_f700MHz,cubic,4.869380952380952e-07
4,5,7,doppler,doppler_p5_v120_f3500MHz,perfect,4.7079047619047624e-07
4,5,7,doppler,doppler_p5_v120_f3500MHz,fft,4.708166666666667e-07
4,5,7,doppler,doppler_p5_v120_f3500MHz,cubic,4.710952380952381e-07
4,5,7,doppler,doppler_p40_v30_f700MHz,perfect,5.004404761904762e-07
4,5,7,doppler,doppler_p40_v30_f700MHz,fft,5.004190476190476e-07
4,5,7,doppler,doppler_p40_v30_f700MHz,cubic,5.005095238095239e-07
4,5,7,doppler,doppler_p40_v30_f3500MHz,perfect,4.983571428571428e-07
4,5,7,doppler,doppler_p40_v30_f3500MHz,fft,4.9845e-07
4,5,7,doppler,doppler_p40_v30_f3500MHz,cubic,4.985095238095238e-07
4,5,7,doppler,doppler_p40_v120_f700MHz,perfect,5.03145238095238e-07
4,5,7,doppler,doppler_p40_v120_f700MHz,fft,5.032142857142857e-07
4,5,7,doppler,doppler_p40_v120_f700MHz,cubic,5.031119047619047e-07
4,5,7,doppler,doppler_p40_v120_f3500MHz,perfect,4.954500000000001e-07
4,5,7,doppler,doppler_p40_v120_f3500MHz,fft,4.95452380952381e-07
4,5,7,doppler,doppler_p40_v120_f3500MHz,cubic,4.961809523809524e-07
4,5,8,awgn,awgn,perfect,4.5333333333333336e-08
4,5,8,awgn,awgn,fft,4.5333333333333336e-08
4,5,8,awgn,awgn,cubic,4.5333333333333336e-08
4,5,8,rayleigh,rayleigh,perfect,4.1612380952380957e-07
4,5,8,rayleigh,rayleigh,fft,2.5021404761904766e-06
4,5,8,rayleigh,rayleigh,cubic,2.501142857142857e-06
4,5,8,doppler,doppler_p5_v30_f700MHz,perfect,3.7626428571428567e-07
4,5,8,doppler,doppler_p5_v30_f700MHz,fft,3.762357142857143e-07
4,5,8,doppler,doppler_p5_v30_f700MHz,cubic,3.761476190476191e-07
4,5,8,doppler,doppler_p5_v30_f3500MHz,perfect,3.8510714285714286e-07
4,5,8,doppler,doppler_p5_v30_f3500MHz,fft,3.8509285714285703e-07
4,5,8,doppler,doppler_p5_v30_f3500MHz,cubic,3.850357142857143e-07
4,5,8,doppler,doppler_p5_v120_f700MHz,perfect,3.8372380952380957e-07
4,5,8,doppler,doppler_p5_v120_f700MHz,fft,3.8379047619047617e-07
4,5,8,doppler,doppler_p5_v120_f700MHz,cubic,3.836666666666667e-07
4,5,8,doppler,doppler_p5_v120_f3500MHz,perfect,3.8405238095238093e-07
4,5,8,doppler,doppler_p5_v120_f3500MHz,fft,3.840380952380953e-07
4,5,8,doppler,doppler_p5_v120_f3500MHz,cubic,3.851595238095239e-07
4,5,8,doppler,doppler_p40_v30_f700MHz,perfect,3.954523809523809e-07
4,5,8,doppler,doppler_p40_v30_f700MHz,fft,3.954928571428571e-07
4,5,8,doppler,doppler_p40_v30_f700MHz,cubic,3.9545238095238094e-07
4,5,8,doppler,doppler_p40_v30_f3500MHz,perfect,4.0927142857142855e-07
4,5,8,doppler,doppler_p40_v30_f3500MHz,fft,4.092928571428571e-07
4,5,8,doppler,doppler_p40_v30_f3500MHz,cubic,4.0910238095238096e-07
4,5,8,doppler,doppler_p40_v120_f700MHz,perfect,4.160047619047619e-07
4,5,8,doppler,doppler_p40_v120_f700MHz,fft,4.160071428571428e-07
4,5,8,doppler,doppler_p40_v120_f700MHz,cubic,4.160166666666666e-07
4,5,8,doppler,doppler_p40_v120_f3500MHz,perfect,4.1719285714285717e-07
4,5,8,doppler,doppler_p40_v120_f3500MHz,fft,4.172404761904762e-07
